"ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position","p.overall","q.overall","post.hoc.A.By.p","post.hoc.peak.By.p","post.hoc.M.By.p","post.hoc.A.By.q","post.hoc.peak.By.q","post.hoc.M.By.q","A1","A2","delta.A","p.delta.A","q.delta.A","peak1","peak2","delta.peak","p.delta.peak","q.delta.peak","M1","M2","delta.M","p.delta.M","q.delta.M","P"
"ENSMUSG00000031074",14174,"Fgf3","protein_coding","7",144391820,144398173,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.173,0.123,-0.05,0.466,0.997,0.182,23.161,22.978,0.556,0.569,7.258,7.005,-0.252,0,0.002,24
"ENSMUSG00000004568",102098,"Arhgef18","protein_coding","8",3403415,3506601,0.015,0.028,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.044,0.058,0.014,0.555,0.997,21.365,14.984,-6.381,0.007,0.015,11.708,11.695,-0.013,0.445,0.725,24
"ENSMUSG00000047264",140482,"Zfp358","protein_coding","8",3543138,3547208,0.008,0.017,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.057,0.046,-0.011,0.617,0.997,23.048,16.254,-6.794,0.002,0.008,10.559,10.564,0.006,0.726,0.895,24
"ENSMUSG00000004565",50767,"Pnpla6","protein_coding","8",3565384,3594267,0.329,0.356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.057,0.052,-0.004,0.839,0.997,20.499,17.637,-2.862,0.064,0.08,11.818,11.823,0.005,0.756,0.913,24
"ENSMUSG00000002948",26400,"Map2k7","protein_coding","8",4288740,4297897,0.099,0.125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.036,0.037,0.002,0.928,0.997,14.938,11.44,-3.498,0.056,0.071,11.161,11.181,0.02,0.093,0.353,24
"ENSMUSG00000002949",21856,"Timm44","protein_coding","8",4309731,4325913,0.049,0.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.089,0.058,-0.03,0.379,0.997,12.533,10.287,-2.246,0.214,0.234,9.922,9.975,0.054,0.028,0.212,24
"ENSMUSG00000008206",67260,"Cers4","protein_coding","8",4543026,4581680,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.081,0.063,-0.018,0.468,0.997,6.904,1.081,-5.823,0.002,0.007,11.262,11.292,0.03,0.084,0.34,24
"ENSMUSG00000040459",234023,"Arglu1","protein_coding","8",8715075,8740521,0.094,0.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.17,0.117,-0.054,0.282,0.997,15.11,12.238,-2.871,0.041,0.055,10.339,10.362,0.023,0.513,0.773,24
"ENSMUSG00000031497",24099,"Tnfsf13b","protein_coding","8",10056467,10089072,0.003,0.009,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.122,0.083,-0.039,0.296,0.997,10.789,6.343,-4.445,0.002,0.008,7.229,7.276,0.047,0.079,0.325,24
"ENSMUSG00000031502",12826,"Col4a1","protein_coding","8",11248423,11362826,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.279,0.185,-0.093,0.112,0.906,1.714,22.066,20.352,0.001,0.003,11.28,11.148,-0.132,0.002,0.119,24
"ENSMUSG00000031503",12827,"Col4a2","protein_coding","8",11362805,11499287,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.172,0.153,-0.02,0.677,0.997,3.311,23.158,19.847,0.001,0.003,11.389,11.326,-0.063,0.057,0.288,24
"ENSMUSG00000056228",71941,"Cars2","protein_coding","8",11563977,11600783,0.004,0.011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.108,0.074,-0.034,0.264,0.997,21.105,16.352,-4.752,0.003,0.008,8.972,8.997,0.026,0.235,0.552,24
"ENSMUSG00000045969",26356,"Ing1","protein_coding","8",11605571,11613251,0.002,0.007,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.061,0.075,0.014,0.478,0.997,17.061,12.354,-4.707,0,0.003,10.739,10.748,0.01,0.499,0.764,24
"ENSMUSG00000000759",259279,"Tubgcp3","protein_coding","8",12664277,12722248,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.07,0.069,0,0.982,0.997,5.678,0.483,-5.195,0,0.001,10.786,10.812,0.026,0.075,0.318,24
"ENSMUSG00000038398",67031,"Upf3a","protein_coding","8",13835615,13849193,0.079,0.104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.072,0.049,-0.023,0.369,0.997,7.413,5.352,-2.061,0.234,0.254,10.261,10.301,0.04,0.034,0.231,24
"ENSMUSG00000055675",74901,"Kbtbd11","protein_coding","8",15061025,15083333,0.014,0.027,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.074,0.065,-0.009,0.774,0.997,21.065,14.791,-6.274,0.003,0.01,13.065,13.068,0.003,0.902,0.965,24
"ENSMUSG00000006567",11979,"Atp7b","protein_coding","8",22482801,22550321,0.014,0.026,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.092,0.072,-0.02,0.583,0.997,12.306,6.848,-5.458,0.01,0.019,8.975,8.93,-0.045,0.088,0.346,24
"ENSMUSG00000031478",23954,"Nek3","protein_coding","8",22618299,22656451,0.007,0.017,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.07,0.059,-0.011,0.714,0.997,23.043,16.065,-6.979,0.003,0.009,8.056,8.05,-0.007,0.754,0.911,24
"ENSMUSG00000031480",56229,"Thsd1","protein_coding","8",22717329,22751350,0.01,0.021,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.09,0.061,-0.029,0.368,0.997,2.685,20.927,18.242,0.008,0.017,7.923,7.911,-0.012,0.603,0.832,24
"ENSMUSG00000031534",102032,"Smim19","protein_coding","8",22952630,22966898,0.633,0.649,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.051,0.047,-0.004,0.866,0.997,3.369,0.846,-2.523,0.196,0.216,10.848,10.85,0.003,0.874,0.955,24
"ENSMUSG00000037656",20516,"Slc20a2","protein_coding","8",22966804,23059628,0.023,0.039,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.178,0.113,-0.065,0.087,0.889,2.988,0.91,-2.078,0.042,0.056,12.348,12.312,-0.036,0.189,0.497,24
"ENSMUSG00000031538",18791,"Plat","protein_coding","8",23247743,23272860,0.002,0.007,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.187,0.098,-0.089,0.126,0.919,2.043,23.963,21.92,0.207,0.227,11.484,11.359,-0.125,0.003,0.119,24
"ENSMUSG00000031543",11733,"Ank1","protein_coding","8",23464860,23640513,0.233,0.262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.089,0.079,-0.01,0.799,0.997,16.615,16.174,-0.441,0.805,0.81,11.75,11.805,0.055,0.046,0.263,24
"ENSMUSG00000056313",69068,"Tcim","protein_coding","8",24927196,24929000,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.326,0.158,-0.168,0.014,0.524,13.205,7.938,-5.267,0.005,0.013,7.166,7.07,-0.097,0.047,0.263,24
"ENSMUSG00000031549",209176,"Ido2","protein_coding","8",25021908,25066349,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.096,0.099,0.003,0.932,0.997,8.919,0.858,-8.061,0.002,0.006,7.126,7.19,0.064,0.02,0.188,24
"ENSMUSG00000065954",320165,"Tacc1","protein_coding","8",25644568,25746604,0.047,0.068,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.052,0.048,-0.004,0.862,0.997,18.035,13.289,-4.746,0.02,0.03,12.652,12.625,-0.027,0.117,0.399,24
"ENSMUSG00000037363",270035,"Letm2","protein_coding","8",26068506,26087598,0.606,0.624,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.074,0.066,-0.008,0.79,0.997,17.558,15.785,-1.773,0.335,0.353,8.839,8.86,0.021,0.362,0.662,24
"ENSMUSG00000015994",14272,"Fnta","protein_coding","8",26488750,26505678,0.016,0.029,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.054,0.05,-0.004,0.84,0.997,18.59,12.947,-5.643,0.003,0.01,11.619,11.611,-0.008,0.594,0.826,24
"ENSMUSG00000013878",77733,"Rnf170","protein_coding","8",26609396,26641818,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.092,0.047,-0.045,0.095,0.889,9.985,3.461,-6.524,0.008,0.016,9.586,9.619,0.033,0.085,0.34,24
"ENSMUSG00000031483",244373,"Erlin2","protein_coding","8",27513289,27530356,0.468,0.491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.045,0.045,0,0.994,0.998,6.55,4.877,-1.673,0.235,0.254,11.922,11.908,-0.014,0.225,0.543,24
"ENSMUSG00000031485",114863,"Plpbp","protein_coding","8",27532583,27546160,0.005,0.013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.08,0.046,-0.034,0.085,0.889,14.415,11.235,-3.18,0.018,0.028,10.889,10.915,0.026,0.068,0.308,24
"ENSMUSG00000049184",75029,"Purg","protein_coding","8",33876353,33907495,0.002,0.007,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.183,0.122,-0.061,0.103,0.889,17.367,14.47,-2.897,0.009,0.017,9.419,9.364,-0.055,0.04,0.25,24
"ENSMUSG00000052906",108159,"Ubxn8","protein_coding","8",34109614,34131995,0.102,0.129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.071,0.07,-0.001,0.966,0.997,8.244,5.26,-2.984,0.012,0.021,9.874,9.868,-0.006,0.701,0.884,24
"ENSMUSG00000031585",68153,"Gtf2e2","protein_coding","8",34221861,34267201,0.066,0.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.053,0.077,0.024,0.33,0.997,17.777,13.749,-4.028,0.011,0.02,9.089,9.086,-0.003,0.884,0.957,24
"ENSMUSG00000031513",68192,"Leprotl1","protein_coding","8",34602726,34614187,0.059,0.082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.044,0.042,-0.001,0.94,0.997,20.946,16.593,-4.353,0.022,0.032,11.845,11.824,-0.02,0.15,0.447,24
"ENSMUSG00000031530",319520,"Dusp4","protein_coding","8",35274451,35287048,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.418,0.262,-0.156,0.093,0.889,5.309,23.925,18.615,0,0.001,8.986,9.183,0.197,0.003,0.119,24
"ENSMUSG00000070056",52065,"Mfhas1","protein_coding","8",36054952,36146603,0.166,0.195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.105,0.078,-0.027,0.326,0.997,15.724,13.265,-2.459,0.062,0.077,11.433,11.432,-0.001,0.941,0.981,24
"ENSMUSG00000050271",244418,"Prag1","protein_coding","8",36561982,36614941,0.058,0.081,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.097,0.107,0.01,0.789,0.997,0.96,21.327,20.367,0.008,0.017,11.375,11.363,-0.012,0.629,0.846,24
"ENSMUSG00000039620",319582,"Trmt9b","protein_coding","8",36924702,36983724,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.23,0.129,-0.1,0.033,0.719,21.9,18.197,-3.703,0.002,0.007,9.288,9.259,-0.029,0.387,0.681,24
"ENSMUSG00000031523",50768,"Dlc1","protein_coding","8",37034905,37420297,0.63,0.646,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.079,0.078,-0.002,0.966,0.997,17.3,15.793,-1.508,0.393,0.411,11.169,11.145,-0.024,0.339,0.649,24
"ENSMUSG00000054764",17773,"Mtnr1a","protein_coding","8",45522174,45541543,0.366,0.391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.133,0.2,0.067,0.412,0.997,19.634,18.123,-1.511,0.406,0.423,6.789,6.875,0.087,0.145,0.44,24
"ENSMUSG00000018796",14081,"Acsl1","protein_coding","8",46924074,46989088,0.024,0.039,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.076,0.079,0.002,0.942,0.997,1.166,22.036,20.87,0.047,0.061,11.415,11.364,-0.051,0.024,0.2,24
"ENSMUSG00000031568",192174,"Rwdd4a","protein_coding","8",47986699,48005990,0.619,0.636,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.045,0.035,-0.01,0.534,0.997,12.045,11.494,-0.551,0.725,0.733,10.148,10.161,0.013,0.261,0.581,24
"ENSMUSG00000063049",69260,"Ing2","protein_coding","8",48120213,48128591,0.262,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.073,0.058,-0.015,0.54,0.997,13.664,11.082,-2.582,0.071,0.087,9.552,9.559,0.007,0.677,0.87,24
"ENSMUSG00000054408",76687,"Spcs3","protein_coding","8",54973468,54983033,0.01,0.021,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.061,0.044,-0.017,0.412,0.997,13.838,8.144,-5.693,0.006,0.014,10.955,10.956,0,0.997,0.999,24
"ENSMUSG00000031610",20284,"Scrg1","protein_coding","8",57908957,57930619,0.021,0.036,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.112,0.103,-0.009,0.848,0.997,19.263,13.262,-6.001,0.007,0.015,10.247,10.24,-0.006,0.849,0.95,24
"ENSMUSG00000031609",60406,"Sap30","protein_coding","8",57935741,57940894,0.004,0.011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.215,0.143,-0.072,0.135,0.937,13.704,10.321,-3.383,0.006,0.013,7.948,7.912,-0.036,0.278,0.596,24
"ENSMUSG00000096917",78353,"2500002B13Rik","lncRNA","8",57940551,57963975,0.37,0.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.083,0.075,-0.008,0.841,0.997,18.519,15.563,-2.956,0.141,0.16,6.33,6.357,0.027,0.332,0.642,24
"ENSMUSG00000054717",97165,"Hmgb2","protein_coding","8",57964941,57969033,0.128,0.156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.122,0.117,-0.005,0.907,0.997,8.457,5.876,-2.582,0.073,0.089,8.096,8.14,0.044,0.155,0.452,24
"ENSMUSG00000096914",270049,"Galntl6","protein_coding","8",58227086,59365674,0.002,0.007,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.083,0.078,-0.005,0.911,0.997,12.34,2.066,-10.274,0.008,0.016,9.119,9.125,0.006,0.839,0.945,24
"ENSMUSG00000031605",77113,"Klhl2","protein_coding","8",65192709,65302669,0.018,0.031,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.061,0.063,0.003,0.912,0.997,17.959,12.643,-5.316,0.004,0.011,12.426,12.411,-0.015,0.397,0.69,24
"ENSMUSG00000036437",18166,"Npy1r","protein_coding","8",67149844,67159444,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.211,0.161,-0.049,0.315,0.997,21.122,16.068,-5.054,0,0.001,10.01,9.907,-0.103,0.004,0.121,24
"ENSMUSG00000036306",211134,"Lzts1","protein_coding","8",69585321,69636877,0.172,0.201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.101,0.067,-0.034,0.402,0.997,13.387,9.59,-3.797,0.047,0.061,9.581,9.591,0.01,0.724,0.895,24
"ENSMUSG00000031860",80720,"Pbx4","protein_coding","8",70285141,70324942,0,0.001,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.125,0.071,-0.054,0.138,0.937,9.643,4.275,-5.369,0.003,0.008,8.356,8.423,0.067,0.01,0.144,24
"ENSMUSG00000011306",70616,"Sugp1","protein_coding","8",70495463,70524997,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.137,0.097,-0.039,0.15,0.937,5.772,0.676,-5.095,0,0,10.92,10.94,0.02,0.295,0.61,24
"ENSMUSG00000002341",13004,"Ncan","protein_coding","8",70545735,70573523,0.01,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,0.086,-0.039,0.242,0.997,2.714,23.64,20.926,0.018,0.028,12.628,12.584,-0.045,0.063,0.299,24
"ENSMUSG00000079033",17259,"Mef2b","protein_coding","8",70592361,70620138,0.174,0.202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.109,0.147,0.037,0.532,0.997,7.294,3.199,-4.095,0.037,0.05,6.123,6.123,0,0.997,0.999,24
"ENSMUSG00000079033",105980076,"Mef2b","protein_coding","8",70592361,70620138,0.174,0.202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.109,0.147,0.037,0.532,0.997,7.294,3.199,-4.095,0.037,0.05,6.123,6.123,0,0.997,0.999,24
"ENSMUSG00000057788",234374,"Ddx49","protein_coding","8",70745516,70755139,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.124,0.093,-0.032,0.254,0.997,8.571,4.614,-3.957,0,0.002,10.05,10.079,0.029,0.147,0.443,24
"ENSMUSG00000019139",71780,"Isyna1","protein_coding","8",71047023,71049940,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.104,0.06,-0.044,0.126,0.919,0.337,18.861,18.524,0.005,0.013,12.038,12.012,-0.026,0.204,0.517,24
"ENSMUSG00000074247",66498,"Dda1","protein_coding","8",71921843,71928742,0.045,0.065,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.039,0.054,0.015,0.42,0.997,15.291,11.404,-3.887,0.014,0.024,11.351,11.37,0.02,0.133,0.424,24
"ENSMUSG00000034863",382014,"Ano8","protein_coding","8",71928663,71938607,0,0.001,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.074,0.066,-0.008,0.745,0.997,7.521,1.934,-5.587,0,0.003,11.575,11.627,0.052,0.003,0.119,24
"ENSMUSG00000034845",84094,"Plvap","protein_coding","8",71950409,71964396,0.02,0.034,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.195,0.132,-0.063,0.383,0.997,6.572,2.665,-3.907,0.029,0.04,9.04,9.144,0.104,0.042,0.258,24
"ENSMUSG00000108900",619297,"Ccdc194","protein_coding","8",71972764,71978355,0.046,0.067,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.155,0.126,-0.029,0.649,0.997,5.465,0.513,-4.952,0.018,0.029,6.842,6.885,0.044,0.329,0.642,24
"ENSMUSG00000031813",73711,"Mvb12a","protein_coding","8",71995566,72000729,0.017,0.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.121,0.085,-0.036,0.251,0.997,11.082,7.767,-3.315,0.009,0.017,9.421,9.444,0.023,0.295,0.61,24
"ENSMUSG00000031808",26457,"Slc27a1","protein_coding","8",72021526,72039946,0.006,0.014,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.174,0.13,-0.044,0.26,0.997,3.41,23.942,20.532,0.002,0.007,12.16,12.163,0.002,0.933,0.977,24
"ENSMUSG00000034807",234407,"Colgalt1","protein_coding","8",72063642,72077555,0.25,0.278,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.161,0.123,-0.038,0.379,0.997,15.578,13.447,-2.131,0.083,0.101,10.385,10.38,-0.005,0.862,0.954,24
"ENSMUSG00000034799",382018,"Unc13a","protein_coding","8",72077061,72124401,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.1,0.142,0.042,0.321,0.997,5.31,23.28,17.97,0,0.003,12.547,12.609,0.062,0.035,0.233,24
"ENSMUSG00000070000",74015,"Fcho1","protein_coding","8",72161031,72178360,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.076,0.085,0.008,0.777,0.997,8.47,1.877,-6.594,0.001,0.005,11.395,11.417,0.022,0.289,0.606,24
"ENSMUSG00000052446",234413,"Zfp961","protein_coding","8",72704882,72747636,0.075,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.083,0.099,0.017,0.57,0.997,17.813,14.508,-3.305,0.015,0.024,8.674,8.672,-0.003,0.887,0.958,24
"ENSMUSG00000003033",11767,"Ap1m1","protein_coding","8",72993862,73011229,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.069,0.052,-0.017,0.315,0.997,1.786,20.998,19.212,0,0.002,11.566,11.579,0.013,0.278,0.596,24
"ENSMUSG00000055148",16598,"Klf2","protein_coding","8",73072877,73075500,0.439,0.462,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.115,0.124,0.01,0.865,0.997,14.973,13.358,-1.615,0.389,0.406,9.27,9.213,-0.056,0.17,0.473,24
"ENSMUSG00000006276",13859,"Eps15l1","protein_coding","8",73094843,73175304,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.083,0.042,-0.041,0.06,0.868,7.757,1.555,-6.202,0.007,0.015,10.857,10.885,0.027,0.069,0.31,24
"ENSMUSG00000048148",319555,"Nwd1","protein_coding","8",73373339,73444504,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.216,0.161,-0.055,0.236,0.997,19.359,14.545,-4.815,0,0.003,12.111,12.13,0.018,0.58,0.82,24
"ENSMUSG00000005410",17218,"Mcm5","protein_coding","8",75836197,75855067,0.823,0.831,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.095,0.091,-0.005,0.908,0.997,4.565,4.063,-0.502,0.764,0.771,7.793,7.768,-0.025,0.376,0.67,24
"ENSMUSG00000037148",78514,"Arhgap10","protein_coding","8",77976995,78244582,0.002,0.006,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.104,0.07,-0.034,0.392,0.997,23.944,18.254,-5.689,0.012,0.021,8.08,8.012,-0.067,0.021,0.193,24
"ENSMUSG00000037134",102182,"Prmt9","protein_coding","8",78276026,78307967,0.223,0.252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.054,0.052,-0.002,0.933,0.997,13.406,11.018,-2.388,0.143,0.162,10.014,10.037,0.023,0.149,0.444,24
"ENSMUSG00000031616",13617,"Ednra","protein_coding","8",78389660,78451093,0.001,0.003,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.254,0.121,-0.133,0.054,0.85,23.806,20.683,-3.123,0.067,0.083,9.16,9.02,-0.14,0.004,0.122,24
"ENSMUSG00000037070",19656,"Rbmxl1","protein_coding","8",79231898,79235527,0.266,0.294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.065,0.079,0.014,0.534,0.997,15.366,13.004,-2.362,0.054,0.069,10.401,10.405,0.004,0.816,0.937,24
"ENSMUSG00000037022",109136,"Mmaa","protein_coding","8",79990227,80021566,0.009,0.019,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.1,0.089,-0.011,0.662,0.997,19.234,15.407,-3.827,0.001,0.004,9.754,9.757,0.004,0.835,0.943,24
"ENSMUSG00000031711",30932,"Zfp330","protein_coding","8",83490236,83500789,0.107,0.134,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.074,0.061,-0.013,0.602,0.997,7.137,3.958,-3.179,0.036,0.049,9.91,9.93,0.02,0.264,0.583,24
"ENSMUSG00000005483",81489,"Dnajb1","protein_coding","8",84334822,84339282,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.215,0.259,0.044,0.425,0.997,17.345,13.219,-4.126,0,0.001,11.85,11.866,0.015,0.695,0.881,24
"ENSMUSG00000057672",320795,"Pkn1","protein_coding","8",84393165,84425808,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.046,0.053,0.007,0.734,0.997,20.471,13.329,-7.143,0.001,0.005,11.655,11.639,-0.016,0.243,0.56,24
"ENSMUSG00000079003",666704,"Samd1","protein_coding","8",84724130,84727038,0.015,0.028,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.069,0.063,-0.006,0.844,0.997,19.197,12.809,-6.388,0.007,0.015,9.877,9.877,0,0.991,0.997,24
"ENSMUSG00000074215",NA,"Gm10643","protein_coding","8",84790190,84791766,0.137,0.166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.091,0.083,-0.008,0.839,0.997,6.953,3.55,-3.402,0.07,0.086,7.33,7.369,0.039,0.169,0.472,24
"ENSMUSG00000056753",NA,"C330011M18Rik","lncRNA","8",84791865,84793916,0.427,0.451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.065,0.087,0.022,0.549,0.997,6.599,3.53,-3.069,0.108,0.126,7.383,7.382,-0.002,0.953,0.983,24
"ENSMUSG00000004996",67873,"Mri1","protein_coding","8",84976535,84983955,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.239,0.164,-0.075,0.089,0.889,8.299,3.53,-4.769,0,0,8.136,8.184,0.048,0.125,0.414,24
"ENSMUSG00000003814",12317,"Calr","protein_coding","8",85568479,85573563,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.184,0.148,-0.035,0.285,0.997,20.284,15.56,-4.724,0,0,14.346,14.311,-0.036,0.127,0.417,24
"ENSMUSG00000003809",270076,"Gcdh","protein_coding","8",85613022,85620550,0.033,0.051,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.057,0.059,0.001,0.959,0.997,20.602,15.163,-5.439,0.005,0.012,10.015,10.018,0.003,0.875,0.955,24
"ENSMUSG00000087026",320466,"A230103J11Rik","lncRNA","8",85779073,85787089,0.058,0.081,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.076,0.086,0.01,0.777,0.997,19.252,16.415,-2.837,0.109,0.127,8.415,8.475,0.061,0.021,0.192,24
"ENSMUSG00000008167",68628,"Fbxw9","protein_coding","8",85786684,85793753,0.003,0.009,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.135,0.083,-0.053,0.149,0.937,7.448,2.689,-4.759,0.003,0.008,9.004,9.027,0.022,0.387,0.681,24
"ENSMUSG00000060038",330817,"Dhps","protein_coding","8",85798386,85801791,0.001,0.004,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.08,0.061,-0.02,0.437,0.997,10.581,6.09,-4.491,0.005,0.012,10.209,10.256,0.046,0.012,0.157,24
"ENSMUSG00000031697",56452,"Orc6","protein_coding","8",86026261,86034907,0.025,0.041,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.07,0.058,-0.012,0.701,0.997,10.546,5.024,-5.522,0.008,0.017,8.916,8.943,0.027,0.223,0.541,24
"ENSMUSG00000036934",66714,"4921524J17Rik","protein_coding","8",86135388,86159462,0.103,0.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.104,0.06,-0.044,0.151,0.938,15.93,13.244,-2.686,0.118,0.137,8.166,8.143,-0.023,0.292,0.609,24
"ENSMUSG00000031700",108682,"Gpt2","protein_coding","8",86219205,86254189,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.248,0.215,-0.033,0.471,0.997,15.428,11.552,-3.876,0,0,11.534,11.533,-0.001,0.975,0.991,24
"ENSMUSG00000031657",234549,"Heatr3","protein_coding","8",88864483,88898655,0.128,0.157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.077,0.044,-0.033,0.146,0.937,5.485,2.864,-2.621,0.127,0.146,9.833,9.849,0.016,0.314,0.629,24
"ENSMUSG00000031659",11513,"Adcy7","protein_coding","8",88999031,89056590,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.095,0.098,0.003,0.937,0.997,9.016,0.936,-8.08,0.002,0.007,10.741,10.755,0.014,0.619,0.842,24
"ENSMUSG00000110332",NA,"Gm19935","protein_coding","8",91542773,91544021,0.014,0.027,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.174,0.1,-0.074,0.163,0.96,20.705,15.62,-5.085,0.021,0.032,9.584,9.589,0.004,0.907,0.967,24
