"ensembl_gene_id_version","ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position"
"ENSMUSG00000031555.16","ENSMUSG00000031555",11502,"Adam9","protein_coding","8",25439627,25506943
"ENSMUSG00000031556.7","ENSMUSG00000031556",69742,"Tm2d2","protein_coding","8",25507227,25513276
"ENSMUSG00000031557.17","ENSMUSG00000031557",83436,"Plekha2","protein_coding","8",25529160,25592392
"ENSMUSG00000031561.17","ENSMUSG00000031561",23965,"Tenm3","protein_coding","8",48680717,49296986
"ENSMUSG00000031562.17","ENSMUSG00000031562",320685,"Dctd","protein_coding","8",48552127,48606268
"ENSMUSG00000031563.9","ENSMUSG00000031563",52357,"Wwc2","protein_coding","8",48276994,48443959
"ENSMUSG00000031565.19","ENSMUSG00000031565",14182,"Fgfr1","protein_coding","8",26003670,26065734
"ENSMUSG00000031568.17","ENSMUSG00000031568",192174,"Rwdd4a","protein_coding","8",47986699,48005990
"ENSMUSG00000031570.18","ENSMUSG00000031570",71910,"Plpp5","protein_coding","8",26210064,26214914
"ENSMUSG00000031574.9","ENSMUSG00000031574",20845,"Star","protein_coding","8",26296583,26306010
"ENSMUSG00000031575.19","ENSMUSG00000031575",23808,"Ash2l","protein_coding","8",26306024,26337722
"ENSMUSG00000031576.17","ENSMUSG00000031576",16532,"Kcnu1","protein_coding","8",26339651,26427967
"ENSMUSG00000031577.11","ENSMUSG00000031577",234138,"Tti2","protein_coding","8",31640343,31654730
"ENSMUSG00000031578.6","ENSMUSG00000031578",67920,"Mak16","protein_coding","8",31649491,31658792
"ENSMUSG00000031583.14","ENSMUSG00000031583",22427,"Wrn","protein_coding","8",33724412,33875555
"ENSMUSG00000031584.17","ENSMUSG00000031584",14782,"Gsr","protein_coding","8",34142551,34188191
"ENSMUSG00000031585.14","ENSMUSG00000031585",68153,"Gtf2e2","protein_coding","8",34221861,34267201
"ENSMUSG00000031586.18","ENSMUSG00000031586",19663,"Rbpms","protein_coding","8",34272671,34419891
"ENSMUSG00000031590.9","ENSMUSG00000031590",14300,"Frg1","protein_coding","8",41850496,41870111
"ENSMUSG00000031591.15","ENSMUSG00000031591",11886,"Asah1","protein_coding","8",41793234,41827810
"ENSMUSG00000031592.11","ENSMUSG00000031592",18536,"Pcm1","protein_coding","8",41692789,41785381
"ENSMUSG00000031595.10","ENSMUSG00000031595",68797,"Pdgfrl","protein_coding","8",41379249,41443822
"ENSMUSG00000031596.16","ENSMUSG00000031596",11988,"Slc7a2","protein_coding","8",41315433,41375345
"ENSMUSG00000031600.12","ENSMUSG00000031600",52348,"Vps37a","protein_coding","8",40964824,41003798
"ENSMUSG00000031601.17","ENSMUSG00000031601",18983,"Cnot7","protein_coding","8",40945581,40968888
"ENSMUSG00000031603.15","ENSMUSG00000031603",80857,"Fgf20","protein_coding","8",40732207,40761372
"ENSMUSG00000031604.11","ENSMUSG00000031604",66234,"Msmo1","protein_coding","8",65171173,65186826
"ENSMUSG00000031605.9","ENSMUSG00000031605",77113,"Klhl2","protein_coding","8",65192709,65302669
"ENSMUSG00000031608.14","ENSMUSG00000031608",108150,"Galnt7","protein_coding","8",57976862,58106066
"ENSMUSG00000031609.4","ENSMUSG00000031609",60406,"Sap30","protein_coding","8",57935741,57940894
"ENSMUSG00000031610.4","ENSMUSG00000031610",20284,"Scrg1","protein_coding","8",57908957,57930619
"ENSMUSG00000031613.10","ENSMUSG00000031613",15446,"Hpgd","protein_coding","8",56747620,56774078
"ENSMUSG00000031616.8","ENSMUSG00000031616",13617,"Ednra","protein_coding","8",78389660,78451093
"ENSMUSG00000031617.17","ENSMUSG00000031617",234463,"Tmem184c","protein_coding","8",78322611,78337327
"ENSMUSG00000031618.14","ENSMUSG00000031618",110784,"Nr3c2","protein_coding","8",77626070,77971641
"ENSMUSG00000031622.17","ENSMUSG00000031622",20467,"Sin3b","protein_coding","8",73449913,73484829
"ENSMUSG00000031626.19","ENSMUSG00000031626",234214,"Sorbs2","protein_coding","8",45960825,46280943
"ENSMUSG00000031627.10","ENSMUSG00000031627",16363,"Irf2","protein_coding","8",47192767,47300493
"ENSMUSG00000031628.10","ENSMUSG00000031628",12367,"Casp3","protein_coding","8",47070326,47092724
"ENSMUSG00000031629.15","ENSMUSG00000031629",71876,"Cenpu","protein_coding","8",47005063,47033042
"ENSMUSG00000031631.16","ENSMUSG00000031631",66756,"Cfap97","protein_coding","8",46604808,46648627
"ENSMUSG00000031633.5","ENSMUSG00000031633",11739,"Slc25a4","protein_coding","8",46659834,46664321
"ENSMUSG00000031634.14","ENSMUSG00000031634",192169,"Ufsp2","protein_coding","8",46428565,46449995
"ENSMUSG00000031636.8","ENSMUSG00000031636",53318,"Pdlim3","protein_coding","8",46338498,46372585
"ENSMUSG00000031637.14","ENSMUSG00000031637",67620,"Lrp2bp","protein_coding","8",46452340,46482514
"ENSMUSG00000031639.13","ENSMUSG00000031639",142980,"Tlr3","protein_coding","8",45848702,45864117
"ENSMUSG00000031641.15","ENSMUSG00000031641",234309,"Cbr4","protein_coding","8",61940768,61959728
"ENSMUSG00000031642.10","ENSMUSG00000031642",59009,"Sh3rf1","protein_coding","8",61676906,61849105
"ENSMUSG00000031644.20","ENSMUSG00000031644",18004,"Nek1","protein_coding","8",61446229,61584380
"ENSMUSG00000031647.11","ENSMUSG00000031647",71306,"Mfap3l","protein_coding","8",61085861,61129763
"ENSMUSG00000031652.12","ENSMUSG00000031652",80750,"N4bp1","protein_coding","8",87534788,87611886
"ENSMUSG00000031654.17","ENSMUSG00000031654",12404,"Cbln1","protein_coding","8",88195033,88199237
"ENSMUSG00000031657.17","ENSMUSG00000031657",234549,"Heatr3","protein_coding","8",88864483,88898655
"ENSMUSG00000031659.14","ENSMUSG00000031659",11513,"Adcy7","protein_coding","8",88999031,89056590
"ENSMUSG00000031660.14","ENSMUSG00000031660",26992,"Brd7","protein_coding","8",89057667,89088822
"ENSMUSG00000031661.13","ENSMUSG00000031661",93960,"Nkd1","protein_coding","8",89247982,89321512
"ENSMUSG00000031662.9","ENSMUSG00000031662",71607,"Snx20","protein_coding","8",89353191,89362756
"ENSMUSG00000031665.8","ENSMUSG00000031665",58198,"Sall1","protein_coding","8",89753863,89770790
"ENSMUSG00000031666.16","ENSMUSG00000031666",19651,"Rbl2","protein_coding","8",91796685,91850472
"ENSMUSG00000031667.17","ENSMUSG00000031667",14339,"Aktip","protein_coding","8",91838412,91926604
"ENSMUSG00000031669.11","ENSMUSG00000031669",78833,"Gins3","protein_coding","8",96360081,96371688
"ENSMUSG00000031671.12","ENSMUSG00000031671",66083,"Setd6","protein_coding","8",96442509,96445638
"ENSMUSG00000031672.9","ENSMUSG00000031672",14719,"Got2","protein_coding","8",96590762,96615175
"ENSMUSG00000031673.7","ENSMUSG00000031673",12552,"Cdh11","protein_coding","8",103358727,103512274
"ENSMUSG00000031681.17","ENSMUSG00000031681",17125,"Smad1","protein_coding","8",80065024,80126147
"ENSMUSG00000031683.17","ENSMUSG00000031683",78651,"Lsm6","protein_coding","8",79531494,79547769
"ENSMUSG00000031684.12","ENSMUSG00000031684",76775,"Slc10a7","protein_coding","8",79235975,79460632
"ENSMUSG00000031691.15","ENSMUSG00000031691",212999,"Tnpo2","protein_coding","8",85763544,85784212
"ENSMUSG00000031696.10","ENSMUSG00000031696",65114,"Vps35","protein_coding","8",85987021,86026431
"ENSMUSG00000031697.13","ENSMUSG00000031697",56452,"Orc6","protein_coding","8",86026261,86034907
"ENSMUSG00000031698.15","ENSMUSG00000031698",213435,"Mylk3","protein_coding","8",86050932,86112974
"ENSMUSG00000031700.12","ENSMUSG00000031700",108682,"Gpt2","protein_coding","8",86219205,86254189
"ENSMUSG00000031701.7","ENSMUSG00000031701",56445,"Dnaja2","protein_coding","8",86264262,86281973
"ENSMUSG00000031703.9","ENSMUSG00000031703",71927,"Itfg1","protein_coding","8",86444207,86567550
"ENSMUSG00000031706.8","ENSMUSG00000031706",19724,"Rfx1","protein_coding","8",84793463,84823621
"ENSMUSG00000031708.18","ENSMUSG00000031708",106529,"Tecr","protein_coding","8",84298327,84334600
"ENSMUSG00000031709.16","ENSMUSG00000031709",71310,"Tbc1d9","protein_coding","8",83891981,83999563
"ENSMUSG00000031711.8","ENSMUSG00000031711",30932,"Zfp330","protein_coding","8",83490236,83500789
"ENSMUSG00000031712.11","ENSMUSG00000031712",16168,"Il15","protein_coding","8",83058261,83129851
"ENSMUSG00000031714.10","ENSMUSG00000031714",14388,"Gab1","protein_coding","8",81491067,81607148
"ENSMUSG00000031715.15","ENSMUSG00000031715",93762,"Smarca5","protein_coding","8",81425136,81466126
"ENSMUSG00000031722.11","ENSMUSG00000031722",15439,"Hp","protein_coding","8",110301760,110305804
"ENSMUSG00000031723.9","ENSMUSG00000031723",234723,"Txnl4b","protein_coding","8",110292524,110300683
"ENSMUSG00000031725.9","ENSMUSG00000031725",234564,"Ces1f","protein_coding","8",93982864,94006375
"ENSMUSG00000031727.9","ENSMUSG00000031727",56523,"Pmfbp1","protein_coding","8",110220659,110269272
"ENSMUSG00000031728.11","ENSMUSG00000031728",75871,"Zfp821","protein_coding","8",110432178,110451564
"ENSMUSG00000031729.7","ENSMUSG00000031729",71955,"Ist1","protein_coding","8",110397957,110419892
"ENSMUSG00000031730.19","ENSMUSG00000031730",56749,"Dhodh","protein_coding","8",110317975,110335305
"ENSMUSG00000031731.17","ENSMUSG00000031731",11765,"Ap1g1","protein_coding","8",110505186,110590836
"ENSMUSG00000031732.13","ENSMUSG00000031732",244650,"Phlpp2","protein_coding","8",110595174,110671303
"ENSMUSG00000031734.14","ENSMUSG00000031734",16373,"Irx3","protein_coding","8",92525153,92528695
"ENSMUSG00000031737.12","ENSMUSG00000031737",54352,"Irx5","protein_coding","8",93084253,93102914
"ENSMUSG00000031738.15","ENSMUSG00000031738",64379,"Irx6","protein_coding","8",93400916,93407584
"ENSMUSG00000031740.9","ENSMUSG00000031740",17390,"Mmp2","protein_coding","8",93553919,93580048
"ENSMUSG00000031748.17","ENSMUSG00000031748",14681,"Gnao1","protein_coding","8",94536594,94696016
"ENSMUSG00000031749.13","ENSMUSG00000031749",20444,"St3gal2","protein_coding","8",111646554,111699112
"ENSMUSG00000031750.16","ENSMUSG00000031750",76527,"Il34","protein_coding","8",111468461,111532556
"ENSMUSG00000031751.15","ENSMUSG00000031751",23802,"Amfr","protein_coding","8",94698216,94739470
"ENSMUSG00000031753.17","ENSMUSG00000031753",102339,"Cog4","protein_coding","8",111573232,111608859
"ENSMUSG00000031754.11","ENSMUSG00000031754",68219,"Nudt21","protein_coding","8",94742124,94763659
"ENSMUSG00000031755.7","ENSMUSG00000031755",67378,"Bbs2","protein_coding","8",94794582,94825556
"ENSMUSG00000031756.6","ENSMUSG00000031756",72155,"Cenpn","protein_coding","8",117648469,117668246
"ENSMUSG00000031758.11","ENSMUSG00000031758",75796,"Cdyl2","protein_coding","8",117301139,117459730
"ENSMUSG00000031760.10","ENSMUSG00000031760",17751,"Mt3","protein_coding","8",94879235,94880774
"ENSMUSG00000031762.8","ENSMUSG00000031762",17750,"Mt2","protein_coding","8",94899292,94900196
"ENSMUSG00000031765.9","ENSMUSG00000031765",17748,"Mt1","protein_coding","8",94905710,94906955
"ENSMUSG00000031766.5","ENSMUSG00000031766",20497,"Slc12a3","protein_coding","8",95055829,95092842
"ENSMUSG00000031767.14","ENSMUSG00000031767",67528,"Nudt7","protein_coding","8",114860297,114881479
"ENSMUSG00000031770.17","ENSMUSG00000031770",64209,"Herpud1","protein_coding","8",95113066,95122005
"ENSMUSG00000031772.18","ENSMUSG00000031772",170571,"Cntnap4","protein_coding","8",113296675,113609349
"ENSMUSG00000031774.9","ENSMUSG00000031774",102122,"Psme3ip1","protein_coding","8",95300766,95328625
"ENSMUSG00000031775.6","ENSMUSG00000031775",67801,"Pllp","protein_coding","8",95401522,95422906
"ENSMUSG00000031776.18","ENSMUSG00000031776",107566,"Arl2bp","protein_coding","8",95393228,95401053
"ENSMUSG00000031778.14","ENSMUSG00000031778",20312,"Cx3cl1","protein_coding","8",95498637,95509055
"ENSMUSG00000031779.4","ENSMUSG00000031779",20299,"Ccl22","protein_coding","8",95472218,95478327
"ENSMUSG00000031780.3","ENSMUSG00000031780",20295,"Ccl17","protein_coding","8",95537081,95538664
"ENSMUSG00000031781.15","ENSMUSG00000031781",109006,"Ciapin1","protein_coding","8",95546432,95564986
"ENSMUSG00000031782.16","ENSMUSG00000031782",67914,"Coq9","protein_coding","8",95564949,95581523
"ENSMUSG00000031783.11","ENSMUSG00000031783",20021,"Polr2c","protein_coding","8",95584078,95600163
"ENSMUSG00000031785.17","ENSMUSG00000031785",14766,"Adgrg1","protein_coding","8",95701379,95740845
"ENSMUSG00000031786.8","ENSMUSG00000031786",330830,"Drc7","protein_coding","8",95781731,95804769
"ENSMUSG00000031787.9","ENSMUSG00000031787",74187,"Katnb1","protein_coding","8",95807814,95829777
"ENSMUSG00000031788.15","ENSMUSG00000031788",16582,"Kifc3","protein_coding","8",95826456,95929440
"ENSMUSG00000031789.18","ENSMUSG00000031789",333329,"Cngb1","protein_coding","8",95965673,96033213
"ENSMUSG00000031790.9","ENSMUSG00000031790",17388,"Mmp15","protein_coding","8",96078896,96101708
"ENSMUSG00000031791.9","ENSMUSG00000031791",74166,"Tmem38a","protein_coding","8",73325899,73341126
"ENSMUSG00000031792.16","ENSMUSG00000031792",101985,"Usb1","protein_coding","8",96058912,96074135
"ENSMUSG00000031796.8","ENSMUSG00000031796",14894,"Cfap20","protein_coding","8",96146877,96161497
"ENSMUSG00000031799.11","ENSMUSG00000031799",326618,"Tpm4","protein_coding","8",72884018,72906986
"ENSMUSG00000031803.9","ENSMUSG00000031803",72297,"B3gnt3","protein_coding","8",72143400,72154433
"ENSMUSG00000031805.18","ENSMUSG00000031805",16453,"Jak3","protein_coding","8",72128940,72143219
"ENSMUSG00000031807.11","ENSMUSG00000031807",66171,"Pgls","protein_coding","8",72044820,72053736
"ENSMUSG00000031808.8","ENSMUSG00000031808",26457,"Slc27a1","protein_coding","8",72021526,72039946
"ENSMUSG00000031812.17","ENSMUSG00000031812",67443,"Map1lc3b","protein_coding","8",122317100,122325499
"ENSMUSG00000031813.9","ENSMUSG00000031813",73711,"Mvb12a","protein_coding","8",71995566,72000729
"ENSMUSG00000031816.16","ENSMUSG00000031816",234814,"Mthfsd","protein_coding","8",121818367,121835131
"ENSMUSG00000031818.13","ENSMUSG00000031818",12857,"Cox4i1","protein_coding","8",121394961,121400946
"ENSMUSG00000031819.14","ENSMUSG00000031819",18117,"Emc8","protein_coding","8",121380653,121395312
"ENSMUSG00000031820.10","ENSMUSG00000031820",68251,"Babam1","protein_coding","8",71849505,71857263
"ENSMUSG00000031821.12","ENSMUSG00000031821",272551,"Gins2","protein_coding","8",121305372,121316043
"ENSMUSG00000031822.21","ENSMUSG00000031822",382034,"Gse1","protein_coding","8",120955195,121308129
"ENSMUSG00000031823.15","ENSMUSG00000031823",102193,"Zdhhc7","protein_coding","8",120807629,120828221
"ENSMUSG00000031824.16","ENSMUSG00000031824",234797,"6430548M08Rik","protein_coding","8",120840891,120892045
"ENSMUSG00000031825.17","ENSMUSG00000031825",78892,"Crispld2","protein_coding","8",120719177,120779532
"ENSMUSG00000031826.21","ENSMUSG00000031826",22224,"Usp10","protein_coding","8",120637099,120684299
"ENSMUSG00000031827.14","ENSMUSG00000031827",72042,"Cotl1","protein_coding","8",120535961,120567283
"ENSMUSG00000031828.10","ENSMUSG00000031828",234796,"Klhl36","protein_coding","8",120589005,120603734
"ENSMUSG00000031831.7","ENSMUSG00000031831",68270,"Dnaaf1","protein_coding","8",120301974,120325193
"ENSMUSG00000031832.16","ENSMUSG00000031832",21341,"Taf1c","protein_coding","8",120324610,120331961
"ENSMUSG00000031833.11","ENSMUSG00000031833",546071,"Mast3","protein_coding","8",71230761,71257698
"ENSMUSG00000031834.16","ENSMUSG00000031834",18709,"Pik3r2","protein_coding","8",71220820,71229357
"ENSMUSG00000031835.17","ENSMUSG00000031835",56453,"Mbtps1","protein_coding","8",120234895,120285474
"ENSMUSG00000031837.15","ENSMUSG00000031837",117148,"Necab2","protein_coding","8",120173458,120199379
"ENSMUSG00000031838.11","ENSMUSG00000031838",65972,"Ifi30","protein_coding","8",71215419,71219307
"ENSMUSG00000031839.8","ENSMUSG00000031839",68196,"Hsbp1","protein_coding","8",120071227,120075661
"ENSMUSG00000031840.15","ENSMUSG00000031840",19339,"Rab3a","protein_coding","8",71207328,71211323
"ENSMUSG00000031841.20","ENSMUSG00000031841",12554,"Cdh13","protein_coding","8",119010472,120051660
"ENSMUSG00000031842.16","ENSMUSG00000031842",110385,"Pde4c","protein_coding","8",71176369,71203835
"ENSMUSG00000031843.3","ENSMUSG00000031843",68533,"Mphosph6","protein_coding","8",118518384,118528682
"ENSMUSG00000031844.9","ENSMUSG00000031844",15486,"Hsd17b2","protein_coding","8",118428643,118485766
"ENSMUSG00000031845.17","ENSMUSG00000031845",63857,"Bco1","protein_coding","8",117822593,117860459
"ENSMUSG00000031847.9","ENSMUSG00000031847",69528,"1700030J22Rik","protein_coding","8",117696333,117705698
"ENSMUSG00000031848.16","ENSMUSG00000031848",50783,"Lsm4","protein_coding","8",71125898,71131402
"ENSMUSG00000031849.10","ENSMUSG00000031849",12845,"Comp","protein_coding","8",70826208,70834716
"ENSMUSG00000031851.15","ENSMUSG00000031851",66566,"Ntpcr","protein_coding","8",126456702,126474974
"ENSMUSG00000031853.6","ENSMUSG00000031853",234878,"Map3k21","protein_coding","8",126637189,126674179
"ENSMUSG00000031858.17","ENSMUSG00000031858",74549,"Mau2","protein_coding","8",70468773,70495384
"ENSMUSG00000031860.18","ENSMUSG00000031860",80720,"Pbx4","protein_coding","8",70285141,70324942
"ENSMUSG00000031861.17","ENSMUSG00000031861",53978,"Lpar2","protein_coding","8",70275079,70283752
"ENSMUSG00000031862.12","ENSMUSG00000031862",170759,"Atp13a1","protein_coding","8",70243813,70260399
"ENSMUSG00000031864.17","ENSMUSG00000031864",70885,"Ints10","protein_coding","8",69246581,69284319
"ENSMUSG00000031870.17","ENSMUSG00000031870",18667,"Pgr","protein_coding","9",8899834,8968612
"ENSMUSG00000031871.10","ENSMUSG00000031871",12562,"Cdh5","protein_coding","8",104828257,104871143
"ENSMUSG00000031872.15","ENSMUSG00000031872",65115,"Bean1","protein_coding","8",104897074,104945754
"ENSMUSG00000031875.8","ENSMUSG00000031875",68119,"Cmtm3","protein_coding","8",105066042,105074304
"ENSMUSG00000031877.10","ENSMUSG00000031877",72361,"Ces2g","protein_coding","8",105688350,105696169
"ENSMUSG00000031878.19","ENSMUSG00000031878",234664,"Nae1","protein_coding","8",105237660,105261269
"ENSMUSG00000031879.15","ENSMUSG00000031879",68523,"Ciao2b","protein_coding","8",105366470,105368597
"ENSMUSG00000031880.8","ENSMUSG00000031880",56437,"Rrad","protein_coding","8",105354702,105357959
"ENSMUSG00000031883.14","ENSMUSG00000031883",12354,"Car7","protein_coding","8",105261321,105276975
"ENSMUSG00000031885.15","ENSMUSG00000031885",12400,"Cbfb","protein_coding","8",105897306,105944621
"ENSMUSG00000031886.15","ENSMUSG00000031886",234673,"Ces2e","protein_coding","8",105652892,105661304
"ENSMUSG00000031887.14","ENSMUSG00000031887",71609,"Tradd","protein_coding","8",105984918,105991241
"ENSMUSG00000031889.10","ENSMUSG00000031889",234678,"Phaf1","protein_coding","8",105951777,105979685
"ENSMUSG00000031891.7","ENSMUSG00000031891",15484,"Hsd11b2","protein_coding","8",106245387,106250620
"ENSMUSG00000031893.8","ENSMUSG00000031893",72236,"Tsnaxip1","protein_coding","8",106554363,106571312
"ENSMUSG00000031896.8","ENSMUSG00000031896",109660,"Ctrl","protein_coding","8",106658635,106660494
"ENSMUSG00000031897.10","ENSMUSG00000031897",19171,"Psmb10","protein_coding","8",106662367,106665076
"ENSMUSG00000031901.13","ENSMUSG00000031901",66369,"Dus2","protein_coding","8",106717969,106780472
"ENSMUSG00000031902.11","ENSMUSG00000031902",18021,"Nfatc3","protein_coding","8",106785472,106857169
"ENSMUSG00000031903.8","ENSMUSG00000031903",192654,"Pla2g15","protein_coding","8",106877031,106891347
"ENSMUSG00000031904.6","ENSMUSG00000031904",330836,"Slc7a6","protein_coding","8",106895489,106925338
"ENSMUSG00000031906.10","ENSMUSG00000031906",58994,"Smpd3","protein_coding","8",106979180,107064620
"ENSMUSG00000031907.10","ENSMUSG00000031907",22751,"Zfp90","protein_coding","8",107141959,107153230
"ENSMUSG00000031910.15","ENSMUSG00000031910",15118,"Has3","protein_coding","8",107596874,107611198
"ENSMUSG00000031913.10","ENSMUSG00000031913",116733,"Vps4a","protein_coding","8",107757854,107772387
"ENSMUSG00000031916.18","ENSMUSG00000031916",97484,"Cog8","protein_coding","8",107772921,107783321
"ENSMUSG00000031917.13","ENSMUSG00000031917",66164,"Nip7","protein_coding","8",107783509,107787563
"ENSMUSG00000031918.17","ENSMUSG00000031918",77116,"Mtmr2","protein_coding","9",13659706,13717777
"ENSMUSG00000031921.18","ENSMUSG00000031921",21750,"Terf2","protein_coding","8",107796032,107823179
"ENSMUSG00000031922.13","ENSMUSG00000031922",74360,"Cep57","protein_coding","9",13719088,13738403
"ENSMUSG00000031924.5","ENSMUSG00000031924",66427,"Cyb5b","protein_coding","8",107877272,107914103
"ENSMUSG00000031925.18","ENSMUSG00000031925",270118,"Maml2","protein_coding","9",13298306,13620684
"ENSMUSG00000031927.10","ENSMUSG00000031927",69325,"1700012B09Rik","protein_coding","9",14667883,14682326
"ENSMUSG00000031928.16","ENSMUSG00000031928",17535,"Mre11a","protein_coding","9",14695950,14748419
"ENSMUSG00000031930.12","ENSMUSG00000031930",66894,"Wwp2","protein_coding","8",108162997,108285227
"ENSMUSG00000031931.5","ENSMUSG00000031931",56503,"Ankrd49","protein_coding","9",14690914,14696152
"ENSMUSG00000031932.15","ENSMUSG00000031932",14608,"Gpr83","protein_coding","9",14771506,14782085
"ENSMUSG00000031934.15","ENSMUSG00000031934",55991,"Panx1","protein_coding","9",14913424,14956774
"ENSMUSG00000031935.10","ENSMUSG00000031935",234959,"Med17","protein_coding","9",15171647,15191227
"ENSMUSG00000031937.8","ENSMUSG00000031937",69137,"Vstm5","protein_coding","9",15150341,15170712
"ENSMUSG00000031938.16","ENSMUSG00000031938",70984,"4931406C07Rik","protein_coding","9",15194633,15217744
"ENSMUSG00000031939.17","ENSMUSG00000031939",75316,"Taf1d","protein_coding","9",15217510,15228287
"ENSMUSG00000031948.15","ENSMUSG00000031948",85305,"Kars","protein_coding","8",112720075,112737955
"ENSMUSG00000031949.18","ENSMUSG00000031949",30947,"Adat1","protein_coding","8",112693540,112718934
"ENSMUSG00000031950.8","ENSMUSG00000031950",93739,"Gabarapl2","protein_coding","8",112667335,112680244
"ENSMUSG00000031951.9","ENSMUSG00000031951",234740,"Tmem231","protein_coding","8",112638643,112660513
"ENSMUSG00000031952.6","ENSMUSG00000031952",56773,"Chst5","protein_coding","8",112615768,112637079
"ENSMUSG00000031953.3","ENSMUSG00000031953",66817,"Tmem170","protein_coding","8",112589670,112603382
"ENSMUSG00000031954.7","ENSMUSG00000031954",23837,"Cfdp1","protein_coding","8",112495123,112580923
"ENSMUSG00000031955.11","ENSMUSG00000031955",12927,"Bcar1","protein_coding","8",112437106,112470441
"ENSMUSG00000031958.17","ENSMUSG00000031958",52815,"Ldhd","protein_coding","8",112350417,112357006
"ENSMUSG00000031959.16","ENSMUSG00000031959",319481,"Wdr59","protein_coding","8",112175429,112248724
"ENSMUSG00000031960.15","ENSMUSG00000031960",234734,"Aars","protein_coding","8",111759776,111784296
"ENSMUSG00000031962.7","ENSMUSG00000031962",12555,"Cdh15","protein_coding","8",123574705,123594136
"ENSMUSG00000031963.9","ENSMUSG00000031963",73230,"Bmper","protein_coding","9",23134372,23396496
"ENSMUSG00000031967.16","ENSMUSG00000031967",114896,"Afg3l1","protein_coding","8",124204642,124230655
"ENSMUSG00000031969.17","ENSMUSG00000031969",66948,"Acad8","protein_coding","9",26885431,26910862
"ENSMUSG00000031970.18","ENSMUSG00000031970",72185,"Dbndd1","protein_coding","8",124231457,124242202
"ENSMUSG00000031971.16","ENSMUSG00000031971",73420,"Ccsap","protein_coding","8",124567570,124586948
"ENSMUSG00000031972.6","ENSMUSG00000031972",11459,"Acta1","protein_coding","8",124618508,124621490
"ENSMUSG00000031974.9","ENSMUSG00000031974",56199,"Abcb10","protein_coding","8",124679198,124709861
"ENSMUSG00000031976.15","ENSMUSG00000031976",382038,"Urb2","protein_coding","8",124748247,124775244
"ENSMUSG00000031979.18","ENSMUSG00000031979",76332,"Cog2","protein_coding","8",125247506,125278747
"ENSMUSG00000031980.11","ENSMUSG00000031980",11606,"Agt","protein_coding","8",125283273,125296445
"ENSMUSG00000031981.8","ENSMUSG00000031981",73647,"Capn9","protein_coding","8",125302850,125345470
"ENSMUSG00000031982.6","ENSMUSG00000031982",68865,"Arv1","protein_coding","8",125448878,125460862
"ENSMUSG00000031983.8","ENSMUSG00000031983",69551,"2310022B05Rik","protein_coding","8",125362495,125390108
"ENSMUSG00000031984.9","ENSMUSG00000031984",66523,"2810004N23Rik","protein_coding","8",125563684,125589859
"ENSMUSG00000031985.10","ENSMUSG00000031985",14712,"Gnpat","protein_coding","8",125589772,125616796
"ENSMUSG00000031986.7","ENSMUSG00000031986",244666,"Sprtn","protein_coding","8",125624625,125632900
"ENSMUSG00000031987.7","ENSMUSG00000031987",112405,"Egln1","protein_coding","8",125635326,125676063
"ENSMUSG00000031988.11","ENSMUSG00000031988",69091,"Vps26b","protein_coding","9",26919067,26941361
"ENSMUSG00000031990.16","ENSMUSG00000031990",83964,"Jam3","protein_coding","9",27008680,27066717
"ENSMUSG00000031993.8","ENSMUSG00000031993",102607,"Snx19","protein_coding","9",30338404,30378029
"ENSMUSG00000031994.14","ENSMUSG00000031994",30806,"Adamts8","protein_coding","9",30853858,30875134
"ENSMUSG00000031995.10","ENSMUSG00000031995",19143,"St14","protein_coding","9",31000698,31043149
"ENSMUSG00000031996.18","ENSMUSG00000031996",11804,"Aplp2","protein_coding","9",31060853,31123111
"ENSMUSG00000031997.10","ENSMUSG00000031997",22068,"Trpc6","protein_coding","9",8544143,8680742
"ENSMUSG00000032000.18","ENSMUSG00000032000",11796,"Birc3","protein_coding","9",7848700,7873187
"ENSMUSG00000032002.11","ENSMUSG00000032002",76863,"Dcun1d5","protein_coding","9",7184520,7208205
"ENSMUSG00000032006.16","ENSMUSG00000032006",71785,"Pdgfd","protein_coding","9",6168584,6378850
"ENSMUSG00000032009.9","ENSMUSG00000032009",75747,"Sesn3","protein_coding","9",14186363,14244397
"ENSMUSG00000032010.16","ENSMUSG00000032010",53376,"Usp2","protein_coding","9",43978318,44006924
"ENSMUSG00000032011.6","ENSMUSG00000032011",21838,"Thy1","protein_coding","9",43954681,43959876
"ENSMUSG00000032012.10","ENSMUSG00000032012",58235,"Nectin1","protein_coding","9",43655281,43743955
"ENSMUSG00000032013.7","ENSMUSG00000032013",72169,"Trim29","protein_coding","9",43222145,43247412
"ENSMUSG00000032014.7","ENSMUSG00000032014",102644,"Oaf","protein_coding","9",43132532,43151208
"ENSMUSG00000032015.17","ENSMUSG00000032015",18988,"Pou2f3","protein_coding","9",43035234,43121666
"ENSMUSG00000032017.15","ENSMUSG00000032017",110637,"Grik4","protein_coding","9",42429431,42855789
"ENSMUSG00000032018.15","ENSMUSG00000032018",235293,"Sc5d","protein_coding","9",42162891,42175552
"ENSMUSG00000032020.16","ENSMUSG00000032020",72828,"Ubash3b","protein_coding","9",40922394,41072993
"ENSMUSG00000032021.15","ENSMUSG00000032021",54698,"Crtam","protein_coding","9",40880987,40915924
