"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensemblid","entrezgene","gene_symbol","gene_biotype","chromosome_name","chromosome_start","chromosome_end"
"6315","ENSMUSG00000025064.16",20.1300260358866,-0.174550748477428,0.104425283712294,-1.67153722041435,0.0946156132737491,0.237879982889519,"ENSMUSG00000025064",12821,"Col17a1","protein_coding","19",47634783,47680533
"6316","ENSMUSG00000015468.15",401.787953292418,-0.0660681089964288,0.0395372220404539,-1.67103568705027,0.0947146290897253,0.238091223251673,"ENSMUSG00000015468",18132,"Notch4","protein_coding","17",34783242,34807477
"6317","ENSMUSG00000033128.10",3263.32450070245,0.02958118737198,0.0177063883191756,1.6706505493243,0.0947907217107317,0.238223089345951,"ENSMUSG00000033128",106039,"Gga1","protein_coding","15",78761390,78778785
"6318","ENSMUSG00000024079.5",526.56145778212,-0.0675226512021255,0.0404177609646167,-1.67061830221713,0.0947970950738626,0.238223089345951,"ENSMUSG00000024079",19106,"Eif2ak2","protein_coding","17",79159993,79190002
"6319","ENSMUSG00000035984.15",291.241559583608,0.0621164069019045,0.0371885831249653,1.670308510899,0.0948583401564345,0.238339273091266,"ENSMUSG00000035984",75533,"Nme5","protein_coding","18",34695687,34712168
"6320","ENSMUSG00000068130.12",191.426619731056,-0.0655445479636904,0.039262378454568,-1.66939830299722,0.0950384697481193,0.23875407977704,"ENSMUSG00000068130",668923,"Zfp442","protein_coding","2",150249061,150293406
"6321","ENSMUSG00000071708.12",4428.71941197664,0.0339893652655783,0.0203636142617571,1.66912242731932,0.0950931194572132,0.238853576589491,"ENSMUSG00000071708",20603,"Sms","protein_coding","X",156226851,156275283
"6322","ENSMUSG00000054027.9",5967.08414420375,-0.0429830874212442,0.0257573174940371,-1.66877189098573,0.0951625954113963,0.238990276391449,"ENSMUSG00000054027",103466,"Nt5dc3","protein_coding","10",86614869,86674253
"6323","ENSMUSG00000025178.10",4271.75648177347,0.0235825077121313,0.0141375289227275,1.66807847687018,0.0953001491649943,0.239297875738196,"ENSMUSG00000025178",84095,"Pi4k2a","protein_coding","19",42078909,42110526
"6324","ENSMUSG00000015656.18",47643.5925021376,-0.066251887050369,0.0397242715995373,-1.66779362799294,0.0953567012515953,0.239402015460402,"ENSMUSG00000015656",15481,"Hspa8","protein_coding","9",40712280,40721383
"6325","ENSMUSG00000013150.16",1553.76930640516,0.0418922562544418,0.0251222324606037,1.66753716335268,0.0954076411011729,0.239454176061227,"ENSMUSG00000013150",70575,"Gfod2","protein_coding","8",106440486,106485296
"6326","ENSMUSG00000037594.12",875.486875903439,0.0363066822515848,0.0217722728847174,1.66756509271338,0.0954020926226206,0.239454176061227,"ENSMUSG00000037594",217887,"Clba1","protein_coding","12",112772557,112779872
"6327","ENSMUSG00000000399.11",4801.0937463905,0.0282831518060081,0.0169618802154303,1.66745381094477,0.0954242015217529,0.239457886448691,"ENSMUSG00000000399",66108,"Ndufa9","protein_coding","6",126798684,126826099
"6328","ENSMUSG00000024132.7",622.08697637209,0.0599507957529847,0.0359630479114466,1.66701098028744,0.0955122215308744,0.239640888313163,"ENSMUSG00000024132",13177,"Eci1","protein_coding","17",24645615,24658322
"6329","ENSMUSG00000073421.7",47.8102089909731,-0.247514322558097,0.148508196546613,-1.66667112195662,0.0955798181499262,0.239772598003852,"ENSMUSG00000073421",14961,"H2-Ab1","protein_coding","17",34476663,34488393
"6330","ENSMUSG00000037106.9",7.86246103170519,0.248247008602847,0.148987361012279,1.66622864460554,0.0956678827233455,0.239955604107197,"ENSMUSG00000037106",631797,"Fer1l6","protein_coding","15",58381897,58536941
"6331","ENSMUSG00000028610.17",186.422306387611,0.0759529323373463,0.0455947042795414,1.66582794071168,0.0957476893273927,0.240117842908074,"ENSMUSG00000028610",56296,"Dmrtb1","protein_coding","4",107533487,107541427
"6332","ENSMUSG00000064357.1",36.7137664854078,-1.93167136748562,1.15975475376406,-1.66558607431118,0.0957958866872056,0.240200772731011,"ENSMUSG00000064357",17705,"mt-Atp6","protein_coding","MT",7927,8607
"6333","ENSMUSG00000029596.14",299.026564065749,0.0606897977522755,0.0364430870915093,1.66533086507963,0.0958467639652291,0.240290394990675,"ENSMUSG00000029596",257635,"Sdsl","protein_coding","5",120596251,120610875
"6334","ENSMUSG00000012819.17",144.38390725824,0.140878612184737,0.0846079862159432,1.66507463994209,0.0958978655265125,0.240380551146896,"ENSMUSG00000012819",22295,"Cdh23","protein_coding","10",60138527,60532269
"6335","ENSMUSG00000048540.9",269.213680614534,0.0955299119241968,0.0573826922912315,1.66478615955066,0.0959554261752055,0.240486866832476,"ENSMUSG00000048540",18072,"Nhlh2","protein_coding","3",101917392,101922808
"6336","ENSMUSG00000033080.10",33.6975131068107,-0.249141198048571,0.149690226989245,-1.66437851728604,0.0960368104008701,0.240587803140909,"ENSMUSG00000033080",114889,"Vsx1","protein_coding","2",150522622,150531280
"6337","ENSMUSG00000044827.11",7.58253966432018,-0.24524250093089,0.14734972088971,-1.66435673885295,0.0960411599362022,0.240587803140909,"ENSMUSG00000044827",21897,"Tlr1","protein_coding","5",65082022,65090906
"6338","ENSMUSG00000032840.8",2090.24723273692,0.0345648604264729,0.0207669207747301,1.66441914048869,0.0960286976556111,0.240587803140909,"ENSMUSG00000032840",76792,"Spring1","protein_coding","5",118383292,118404158
"6339","ENSMUSG00000061244.15",2564.11580225748,-0.0350152355598705,0.0210411881424334,-1.66412824802682,0.0960868030694499,0.240664169795497,"ENSMUSG00000061244",105504,"Exoc5","protein_coding","14",49241547,49304110
"6340","ENSMUSG00000028973.19",2345.72306654249,0.034185716759851,0.0205509314280943,1.66346313204652,0.0962197648952241,0.240959180952914,"ENSMUSG00000028973",74610,"Abcb8","protein_coding","5",24598661,24615052
"6341","ENSMUSG00000000184.13",1253.73312832683,-0.0747490839009609,0.0449418017132295,-1.66324181611431,0.0962640402927711,0.241032040329337,"ENSMUSG00000000184",12444,"Ccnd2","protein_coding","6",127102125,127129156
"6342","ENSMUSG00000024675.20",3.73246021400056,0.382146083228563,0.229838321320485,1.66267348731503,0.0963778120962756,0.241278858822543,"ENSMUSG00000024675",64380,"Ms4a4c","protein_coding","19",11382134,11404610
"6343","ENSMUSG00000041112.18",4479.41227764879,-0.0510604995292282,0.0307119918384083,-1.66255903550261,0.0964007368233774,0.241298202513757,"ENSMUSG00000041112",140580,"Elmo1","protein_coding","13",20274766,20792523
"6344","ENSMUSG00000042632.18",1242.80346744229,-0.0503522723524345,0.0302956763948516,-1.66202832695266,0.0965070949047407,0.241526347068501,"ENSMUSG00000042632",53357,"Pla2g6","protein_coding","15",79170428,79212590
"6345","ENSMUSG00000030747.6",1082.57550942978,0.0747662405972383,0.0449880084094471,1.66191488000029,0.0965298427218737,0.241545202977965,"ENSMUSG00000030747",67800,"Dgat2","protein_coding","7",98802865,98831926
"6346","ENSMUSG00000053461.10",19.913681990704,0.194359992419882,0.116991969418483,1.66131054452679,0.0966510933529826,0.241810496244139,"ENSMUSG00000053461",78772,"Hhipl2","protein_coding","1",183199147,183217717
"6347","ENSMUSG00000071866.13",23776.8806616274,0.0364170011978577,0.0219246446223057,1.66100759329106,0.0967119216919826,0.24192455974533,"ENSMUSG00000071866",268373,"Ppia","protein_coding","11",6365443,6369817
"6348","ENSMUSG00000032280.17",2032.87911546978,-0.0360784936820923,0.0217245120145498,-1.66072746112452,0.0967681955276654,0.241989075506811,"ENSMUSG00000032280",21887,"Tle3","protein_coding","9",61279648,61325779
"6349","ENSMUSG00000025173.14",2726.10721426914,0.0340090558446716,0.0204779403941557,1.66076544760222,0.0967605631493599,0.241989075506811,"ENSMUSG00000025173",66840,"Wdr45b","protein_coding","11",121218050,121245271
"6350","ENSMUSG00000037600.17",7.46538415650114,0.499746223575175,0.3009348286757,1.66064601353844,0.0967845618895813,0.241991888050533,"ENSMUSG00000037600",69073,"Kdf1","protein_coding","4",133246274,133258101
"6351","ENSMUSG00000027955.17",64.7271334545126,-0.134072098868544,0.0807488448871088,-1.66035934081762,0.0968421845155439,0.242058952160679,"ENSMUSG00000027955",68659,"Gask1b","protein_coding","3",79791840,79853587
"6352","ENSMUSG00000002699.14",162.813888406878,-0.0640659504750192,0.0385873199762314,-1.66028504997191,0.0968571218162622,0.242058952160679,"ENSMUSG00000002699",16822,"Lcp2","protein_coding","11",33996920,34042295
"6353","ENSMUSG00000047197.2",44.8032892072714,0.134435748500867,0.0809705511830303,1.66030422834816,0.0968532655365609,0.242058952160679,"ENSMUSG00000047197",353155,"Gjd3","protein_coding","11",98873006,98873842
"6354","ENSMUSG00000019877.11",37871.0467021908,-0.0328015321137919,0.0197592276369983,-1.66006145161122,0.0969020907751601,0.242095121201765,"ENSMUSG00000019877",56442,"Serinc1","protein_coding","10",57391870,57408626
"6355","ENSMUSG00000049164.8",534.471185654388,-0.0525625319043656,0.031662357400165,-1.66009533781877,0.0968952746811372,0.242095121201765,"ENSMUSG00000049164",72672,"Zfp518a","protein_coding","19",40883149,40906391
"6356","ENSMUSG00000042385.15",96.8199952313386,0.09510649605684,0.0572945962878987,1.6599557762645,0.0969233494699116,0.242110135231873,"ENSMUSG00000042385",14945,"Gzmk","protein_coding","13",113308142,113362442
"6357","ENSMUSG00000040857.16",1029.78994760891,-0.0521792689005233,0.0314456443999636,-1.65934805586569,0.0970456769044172,0.242377569956179,"ENSMUSG00000040857",13875,"Erf","protein_coding","7",24941986,24950186
"6358","ENSMUSG00000031170.15",170.898667637206,-0.11615739173647,0.0700076939612518,-1.65920894067388,0.0970736966199721,0.242409418250283,"ENSMUSG00000031170",209837,"Slc38a5","protein_coding","X",8137372,8146418
"6359","ENSMUSG00000046480.7",218.640474959936,0.185631569725929,0.111892102428126,1.6590229846219,0.0971111608318438,0.242464837321463,"ENSMUSG00000046480",399548,"Scn4b","protein_coding","9",45049693,45065450
"6360","ENSMUSG00000046722.15",2385.28676642984,-0.0384639111443575,0.0231883197949447,-1.65876232018945,0.0971636958582556,0.24249557640563,"ENSMUSG00000046722",57912,"Cdc42se1","protein_coding","3",95136043,95143720
"6361","ENSMUSG00000031776.18",7160.66864620589,0.0232517188449101,0.0140183857246787,1.65865880006259,0.0971845658921096,0.24249557640563,"ENSMUSG00000031776",107566,"Arl2bp","protein_coding","8",95393228,95401053
"6362","ENSMUSG00000021417.16",1634.03562921324,0.0388367072183221,0.023413463648973,1.65873395754607,0.0971694135138407,0.24249557640563,"ENSMUSG00000021417",23986,"Eci2","protein_coding","13",35161731,35211079
"6363","ENSMUSG00000071757.11",1232.09140630484,-0.0376987963370927,0.0227283509540501,-1.65866834832445,0.0971826407777864,0.24249557640563,"ENSMUSG00000071757",387609,"Zhx2","protein_coding","15",57558061,57703228
"6364","ENSMUSG00000016018.5",2947.47794215102,-0.0329550690518141,0.0198732169479618,-1.65826545033485,0.0972638993104796,0.242655394304287,"ENSMUSG00000016018",72198,"Mtrex","protein_coding","13",113003952,113063932
"6365","ENSMUSG00000027519.11",4144.66773934342,-0.0326363220698956,0.0196836475468102,-1.65804239241138,0.0973089101312197,0.242671814334557,"ENSMUSG00000027519",19334,"Rab22a","protein_coding","2",173501553,173549136
"6366","ENSMUSG00000053317.12",1035.14364106042,0.055817168140095,0.0336652468897809,1.65800560806338,0.0973163344377478,0.242671814334557,"ENSMUSG00000053317",66212,"Sec61b","protein_coding","4",47474658,47483242
"6367","ENSMUSG00000001281.11",91.1265839494786,-0.126517502817574,0.0763008941238011,-1.65813919050928,0.0972893752146834,0.242671814334557,"ENSMUSG00000001281",16421,"Itgb7","protein_coding","15",102124430,102140379
"6368","ENSMUSG00000058715.12",113.002283225618,-0.0847559074758534,0.0511360156305552,-1.65746013706256,0.09742648180525,0.24276425175656,"ENSMUSG00000058715",14127,"Fcer1g","protein_coding","1",171057141,171061934
"6369","ENSMUSG00000055632.19",189.484136884821,0.181684168852942,0.109605961032053,1.65761211472623,0.0973957828321296,0.24276425175656,"ENSMUSG00000055632",665700,"Hmcn2","protein_coding","2",31204427,31350750
"6370","ENSMUSG00000057133.15",6700.41414677735,-0.0500441586923945,0.0301935846024452,-1.65744343877413,0.0974298552744724,0.24276425175656,"ENSMUSG00000057133",71389,"Chd6","protein_coding","2",160788898,160950995
"6371","ENSMUSG00000028271.10",1203.69043178655,0.0386582192715669,0.0233203305759225,1.65770460010032,0.097377104884681,0.24276425175656,"ENSMUSG00000028271",229906,"Gtf2b","protein_coding","3",142470806,142489367
"6372","ENSMUSG00000030983.5",1589.68936566385,0.034679905569983,0.0209229399470382,1.65750633791271,0.0974171485719304,0.24276425175656,"ENSMUSG00000030983",66165,"Bccip","protein_coding","7",133311062,133322874
"6373","ENSMUSG00000031388.15",263.265602352149,0.0767393822755603,0.0463178917605827,1.65679782387822,0.0975603571337452,0.243051277296795,"ENSMUSG00000031388",56292,"Naa10","protein_coding","X",72960479,72965550
"6374","ENSMUSG00000055652.15",648.304697016901,-0.0629782407833496,0.0380160506696939,-1.65662239169824,0.0975958423791736,0.243101535841566,"ENSMUSG00000055652",207952,"Klhl25","protein_coding","7",75498058,75523879
"6375","ENSMUSG00000027660.17",2373.60071710836,-0.0430413896815236,0.0259836330681651,-1.65648081500418,0.0976244870844578,0.243134742186657,"ENSMUSG00000027660",20482,"Skil","protein_coding","3",31149207,31176726
"6376","ENSMUSG00000031555.16",2218.54585484228,-0.0334993699467446,0.020224894313645,-1.65634338687959,0.0976522988506318,0.243165863998036,"ENSMUSG00000031555",11502,"Adam9","protein_coding","8",25439627,25506943
"6377","ENSMUSG00000040229.12",352.450910398197,-0.0778358566060705,0.047015447241114,-1.65553793856086,0.0978154273117282,0.24353387790941,"ENSMUSG00000040229",23890,"Gpr34","protein_coding","X",13498328,13507097
"6378","ENSMUSG00000027185.16",1425.94609396662,0.0265749674627074,0.0160612065277546,1.65460592370719,0.0980044611265883,0.243966263610355,"ENSMUSG00000027185",98956,"Nat10","protein_coding","2",103551601,103591615
"6379","ENSMUSG00000047777.10",1024.19207653722,-0.0386862996927755,0.0233843053388187,-1.65437027665539,0.0980523019038651,0.244047091601766,"ENSMUSG00000047777",230936,"Phf13","protein_coding","4",152074090,152080715
"6380","ENSMUSG00000042846.9",1857.75946395907,0.0384814090883823,0.0232632673289089,1.65417043720948,0.0980928876821633,0.244109839769547,"ENSMUSG00000042846",216028,"Lrrtm3","protein_coding","10",63764251,63926056
"6381","ENSMUSG00000067787.11",9359.97064920776,0.024886087073128,0.0150481150024539,1.65376773563132,0.0981747138895883,0.244275181386145,"ENSMUSG00000067787",53619,"Blcap","protein_coding","2",157398282,157413194
"6382","ENSMUSG00000064181.7",1079.33871303014,0.0394095202736075,0.0238363985227278,1.65333367102546,0.0982629738964133,0.244456477053174,"ENSMUSG00000064181",216363,"Rab3ip","protein_coding","10",116741689,116786674
"6383","ENSMUSG00000022887.10",526.571318236723,0.0782140213077739,0.0473101104808624,1.65322000969354,0.0982860955542537,0.24447569154236,"ENSMUSG00000022887",17174,"Masp1","protein_coding","16",23268167,23339565
"6384","ENSMUSG00000038252.14",453.579649444956,-0.0504579285404064,0.0305280976728977,-1.65283566244621,0.0983643139280127,0.244588568649529,"ENSMUSG00000038252",68298,"Ncapd2","protein_coding","6",125144970,125168664
"6385","ENSMUSG00000020097.15",1805.02235696993,-0.057931287256395,0.0350510287739554,-1.65276995519859,0.0983776909615099,0.244588568649529,"ENSMUSG00000020097",20397,"Sgpl1","protein_coding","10",60934421,60983482
"6386","ENSMUSG00000053950.11",1558.27382197589,-0.0259849562378176,0.0157215066048962,-1.65282863092301,0.0983657453737636,0.244588568649529,"ENSMUSG00000053950",240442,"Adnp2","protein_coding","18",80169526,80194697
"6387","ENSMUSG00000068823.11",10534.2675273254,-0.0220768851605528,0.0133594497880626,-1.65252952110945,0.0984266522065392,0.244671983260251,"ENSMUSG00000068823",229663,"Csde1","protein_coding","3",102927742,102965502
"6388","ENSMUSG00000029436.10",4650.84010854488,0.0518275626088254,0.0313669436334944,1.6522987771586,0.0984736584789768,0.244747478246438,"ENSMUSG00000029436",23948,"Mmp17","protein_coding","5",129661233,129688163
"6389","ENSMUSG00000008028.16",74.8585640864942,0.0883639459397547,0.0534816539652226,1.65222911761882,0.0984878527754922,0.244747478246438,"ENSMUSG00000008028",69349,"1700008O03Rik","protein_coding","7",44009467,44035244
"6390","ENSMUSG00000025068.9",1379.03621085759,0.0434659056263655,0.0263176656338846,1.65158666543746,0.0986188401871198,0.245034636252097,"ENSMUSG00000025068",14873,"Gsto1","protein_coding","19",47843409,47853229
"6391","ENSMUSG00000020151.17",1209.82879028451,0.0355910503048739,0.0215541411628826,1.65123954770063,0.0986896707122261,0.245075467233891,"ENSMUSG00000020151",19279,"Ptprr","protein_coding","10",115854118,116110837
"6392","ENSMUSG00000055546.7",6.71168604222282,-0.349129841799243,0.211419053731686,-1.65136413032256,0.0986642445439088,0.245075467233891,"ENSMUSG00000055546",276891,"Timd4","protein_coding","11",46701627,46735159
"6393","ENSMUSG00000050944.15",89.5997346095504,0.0900872923165269,0.0545585623864819,1.65120355771779,0.0986970169108458,0.245075467233891,"ENSMUSG00000050944",319634,"Efcab5","protein_coding","11",76980741,77079794
"6394","ENSMUSG00000036322.14",84.9003342418671,-0.214198404938002,0.129715957662272,-1.6512880049476,0.0986797804118051,0.245075467233891,"ENSMUSG00000036322",100504404,"H2-Ea","protein_coding","17",34560926,34563618
"6395","ENSMUSG00000005994.15",24.243536435081,-0.178964744116133,0.108404527788312,-1.65089731736675,0.0987595437027279,0.245115722271098,"ENSMUSG00000005994",22178,"Tyrp1","protein_coding","4",80752360,80769956
"6396","ENSMUSG00000050493.9",20.2512791734752,-0.174186087038493,0.105509301922492,-1.65090739740133,0.0987574851029256,0.245115722271098,"ENSMUSG00000050493",230766,"Fam167b","protein_coding","4",129470608,129472342
"6397","ENSMUSG00000037349.10",265.272860620623,0.0555863089181268,0.0336679268507526,1.65101668316368,0.0987351683657368,0.245115722271098,"ENSMUSG00000037349",68323,"Nudt22","protein_coding","19",6970386,6973485
"6398","ENSMUSG00000036815.18",5832.6979404737,0.0518385186017227,0.0314154680166917,1.65009537894453,0.0989234297611359,0.245470277545544,"ENSMUSG00000036815",269109,"Dpp10","protein_coding","1",123249200,124773776
"6399","ENSMUSG00000005553.15",38.0414440259849,0.157527504605084,0.09547042219539,1.65001370039705,0.0989401339588263,0.245470277545544,"ENSMUSG00000005553",11944,"Atp4a","protein_coding","7",30411634,30424959
"6400","ENSMUSG00000035173.15",2709.86465019057,-0.0423836597895438,0.0256875113329108,-1.64997142931639,0.098948779762643,0.245470277545544,"ENSMUSG00000035173",213993,"Ccdc186","protein_coding","19",56775913,56810622
"6401","ENSMUSG00000044768.17",1647.75825564184,-0.0337138501556451,0.0204356995227386,-1.64975268490966,0.0989935297070638,0.24554292628637,"ENSMUSG00000044768",52392,"Macir","protein_coding","1",97534043,97589799
"6402","ENSMUSG00000026621.14",20.8935994919279,-0.174339720118129,0.105733234784165,-1.64886395913273,0.0991755081908175,0.245955879966512,"ENSMUSG00000026621",66112,"Mtarc1","protein_coding","1",184518964,184543510
"6403","ENSMUSG00000019802.14",3464.57271222125,-0.0255159407558384,0.0154781962177247,-1.64850867613496,0.0992483317864219,0.246098042132285,"ENSMUSG00000019802",140740,"Sec63","protein_coding","10",42637492,42708510
"6404","ENSMUSG00000040972.9",1533.81682544654,0.052798590508252,0.0320388187981983,1.64795683763538,0.0993615286534481,0.246301793978266,"ENSMUSG00000040972",230868,"Igsf21","protein_coding","4",139754157,139974095
"6405","ENSMUSG00000021125.7",61.9188394479988,0.10364236701063,0.0628896663617595,1.64800313002854,0.0993520288863072,0.246301793978266,"ENSMUSG00000021125",11847,"Arg2","protein_coding","12",79177551,79203075
"6406","ENSMUSG00000021176.7",31.1402212047846,-0.135900859243509,0.0824734906531682,-1.64781262642347,0.0993911272095011,0.246336704137566,"ENSMUSG00000021176",78767,"Efcab11","protein_coding","12",99659304,99850698
"6407","ENSMUSG00000021990.17",1198.47006021959,-0.0615214969862211,0.0373400058428324,-1.64760276806519,0.0994342120471921,0.246405023360897,"ENSMUSG00000021990",219140,"Spata13","protein_coding","14",60871450,61002005
"6408","ENSMUSG00000011306.8",2058.19359153453,0.0539664598674452,0.0327625982366829,1.6471971935065,0.0995175205014684,0.246572982678186,"ENSMUSG00000011306",70616,"Sugp1","protein_coding","8",70495463,70524997
"6409","ENSMUSG00000058638.15",645.203040719449,-0.0430889891691713,0.0261643983502769,-1.64685572327389,0.099587704552153,0.24666655621266,"ENSMUSG00000058638",65020,"Zfp110","protein_coding","7",12568688,12584504
"6410","ENSMUSG00000020474.12",371.424588350091,0.057428255845361,0.0348729168883763,1.64678670353792,0.0996018953126764,0.24666655621266,"ENSMUSG00000020474",54125,"Polm","protein_coding","11",5777860,5788016
"6411","ENSMUSG00000041380.14",2768.316827945,0.0688431680249853,0.0418019830587464,1.64688761124649,0.0995811487898251,0.24666655621266,"ENSMUSG00000041380",15560,"Htr2c","protein_coding","X",145745509,145980273
"6412","ENSMUSG00000066964.3",3.76081749305366,0.505218082641859,0.306824908839291,1.646600611903,0.0996401646070778,0.246722846766465,"ENSMUSG00000066964",333048,"Tmem211","protein_coding","5",113374775,113387129
"6413","ENSMUSG00000057278.9",469.179153282827,0.0669125505502007,0.0406401766169841,1.64646308456832,0.0996684543070591,0.246754412760514,"ENSMUSG00000057278",68011,"Snrpg","protein_coding","6",86348286,86356310
"6414","ENSMUSG00000030643.15",1944.74609676161,-0.04527389737143,0.0275037179932033,-1.64610098833249,0.0997429690059338,0.246861904740017,"ENSMUSG00000030643",75985,"Rab30","protein_coding","7",92390811,92493743
"6415","ENSMUSG00000022521.11",3170.8729466026,-0.0531461954923267,0.0322851557823682,-1.64614957569296,0.0997329677782874,0.246861904740017,"ENSMUSG00000022521",12914,"Crebbp","protein_coding","16",3899192,4031861
"6416","ENSMUSG00000029916.12",1066.8605271758,0.0366679121101606,0.0222783446736151,1.64589930927802,0.0997844911966306,0.246926179353009,"ENSMUSG00000029916",69923,"Agk","protein_coding","6",40302106,40373696
"6417","ENSMUSG00000018678.14",752.976194622926,-0.050629375392443,0.0307741063327379,-1.64519400969844,0.0999298084674381,0.247241151544569,"ENSMUSG00000018678",78912,"Sp2","protein_coding","11",96844167,96873785
"6418","ENSMUSG00000066392.13",12819.1208180741,-0.0632153396528114,0.0384257313594862,-1.64513042214889,0.0999429180961795,0.247241151544569,"ENSMUSG00000066392",18191,"Nrxn3","protein_coding","12",88689646,90301709
"6419","ENSMUSG00000042988.11",58.9765798774795,0.100440892337634,0.0610656390934178,1.64480211504837,0.100010625876378,0.247370105474257,"ENSMUSG00000042988",77583,"Notum","protein_coding","11",120544614,120552001
"6420","ENSMUSG00000026199.18",340.217932513472,0.0749808442653122,0.0455932483274502,1.64456025872078,0.100060528042471,0.247430163479119,"ENSMUSG00000026199",52231,"Ankzf1","protein_coding","1",75168795,75176031
"6421","ENSMUSG00000040152.9",252.883757598176,-0.159335668026201,0.0969057361245893,-1.64423360678409,0.100127957583016,0.247430163479119,"ENSMUSG00000040152",21825,"Thbs1","protein_coding","2",117942357,117957614
"6422","ENSMUSG00000035268.15",1499.36805532427,0.0368950497243117,0.0224390359896732,1.64423506167072,0.100127657175893,0.247430163479119,"ENSMUSG00000035268",18769,"Pkig","protein_coding","2",163500306,163568078
"6423","ENSMUSG00000027860.16",491.36855194628,-0.0635091482197941,0.0386297050338751,-1.6440495252061,0.100165972815081,0.247430163479119,"ENSMUSG00000027860",229658,"Vangl1","protein_coding","3",102060899,102112009
"6424","ENSMUSG00000028187.11",472.14786099408,-0.0418753636340353,0.0254683200787905,-1.64421381168789,0.100132044974898,0.247430163479119,"ENSMUSG00000028187",70285,"Rpf1","protein_coding","3",146211711,146227184
"6425","ENSMUSG00000042453.15",5298.22689893672,-0.0756522444314786,0.0460166627667091,-1.64401848988948,0.100172383143726,0.247430163479119,"ENSMUSG00000042453",19699,"Reln","protein_coding","5",22089452,22549700
"6426","ENSMUSG00000033735.10",2324.4482547901,0.0381260264686873,0.0231919188380061,1.64393583536553,0.100189456988569,0.247430163479119,"ENSMUSG00000033735",20751,"Spr","protein_coding","6",85107158,85114748
"6427","ENSMUSG00000039438.8",4.64871887147387,0.36082965538379,0.21945798787527,1.64418556315603,0.100137878105442,0.247430163479119,"ENSMUSG00000039438",192653,"Ttc36","protein_coding","9",44710694,44714369
"6428","ENSMUSG00000090841.3",9549.64175281866,0.0398126654936777,0.0242179871588013,1.64392958145611,0.100190748945472,0.247430163479119,"ENSMUSG00000090841",17904,"Myl6","protein_coding","10",128326729,128330014
"6429","ENSMUSG00000037935.17",2480.37740427334,0.0322815392210364,0.0196362240326006,1.64397896293309,0.100180547889753,0.247430163479119,"ENSMUSG00000037935",57376,"Smarce1","protein_coding","11",99099873,99121843
"6430","ENSMUSG00000028609.7",710.756003739749,0.0483891654762409,0.0294380815629303,1.64376083315071,0.100225614640812,0.247477773507335,"ENSMUSG00000028609",17149,"Magoh","protein_coding","4",107736952,107744621
"6431","ENSMUSG00000015747.6",1121.01013114958,0.0350558663353163,0.0213294267180186,1.64354470463578,0.100270283859551,0.247549571892099,"ENSMUSG00000015747",22365,"Vps45","protein_coding","3",95907144,95965778
"6432","ENSMUSG00000047757.18",55.0885754606611,-0.108776083352596,0.0662221267160866,-1.64259423166747,0.100466915040251,0.247996456793231,"ENSMUSG00000047757",237211,"Fancb","protein_coding","X",163763588,163780268
"6433","ENSMUSG00000021704.9",2099.84331417396,0.0472368940477328,0.0287600366497763,1.6424490212915,0.100496982802066,0.248032115023847,"ENSMUSG00000021704",382793,"Mtx3","protein_coding","13",92981268,92994738
"6434","ENSMUSG00000032000.18",93.236977064148,-0.084596811329616,0.0515100696111829,-1.64233541069123,0.100520512405922,0.248051628142496,"ENSMUSG00000032000",11796,"Birc3","protein_coding","9",7848700,7873187
"6435","ENSMUSG00000019804.13",5592.92222189762,0.0303595302320194,0.0184918420996409,1.64177965983221,0.100635675840899,0.248297222272876,"ENSMUSG00000019804",54198,"Snx3","protein_coding","10",42378026,42411377
"6436","ENSMUSG00000022681.16",1317.5728171204,0.0438252979323644,0.026705956184118,1.6410308483329,0.100791011817942,0.248641841925648,"ENSMUSG00000022681",18203,"Ntan1","protein_coding","16",13636709,13653315
"6437","ENSMUSG00000001569.11",1704.8031731345,0.0305940891770255,0.0186488035422672,1.64053898190758,0.100893150169491,0.248797160319763,"ENSMUSG00000001569",433864,"Nom1","protein_coding","5",29639662,29662841
"6438","ENSMUSG00000038872.11",4454.15313512839,-0.0739590697105813,0.0450832137850736,-1.64050127533428,0.100900983516971,0.248797160319763,"ENSMUSG00000038872",11906,"Zfhx3","protein_coding","8",108669276,109688262
"6439","ENSMUSG00000038587.11",7650.85295014555,-0.0567178891061103,0.0345724552899275,-1.64055137624647,0.100890575414881,0.248797160319763,"ENSMUSG00000038587",83397,"Akap12","protein_coding","10",4216380,4309470
"6440","ENSMUSG00000037475.16",1827.39151719492,-0.0473794300654878,0.0288901116785343,-1.63998777826433,0.10100770814373,0.249021643198447,"ENSMUSG00000037475",331401,"Thoc2","protein_coding","X",40883868,41009551
"6441","ENSMUSG00000068882.14",4707.91413210724,0.033256948338852,0.0202821807076788,1.63971265310051,0.101064926823988,0.249037794432264,"ENSMUSG00000068882",20823,"Ssb","protein_coding","2",69691906,69702190
"6442","ENSMUSG00000027882.19",979.554153708624,-0.0604267021041524,0.0368634782622762,-1.63920240174377,0.101171113817982,0.249037794432264,"ENSMUSG00000027882",20912,"Stxbp3","protein_coding","3",108700492,108747842
"6443","ENSMUSG00000048899.9",891.272960453866,0.0623449326526675,0.038030297773318,1.63934905333317,0.101140585465944,0.249037794432264,"ENSMUSG00000048899",194237,"Rimkla","protein_coding","4",119322480,119349825
